Club,Position,Starter_Name,Starter_Rating,Backup_Name,Backup_Rating,Gap
Ranheim Fotball,Attacker,E. Tønne,65,M. Karlsen,64,1
Stevenage,Goalkeeper,P. Farman,60,S. Dieng,57,3
Stevenage,Defender,S. Cuthbert,68,L. Wilkinson,62,6
Stevenage,Midfielder,J. Byrom,63,M. Timlin,63,0
Stevenage,Attacker,D. Newton,63,K. Guthrie,63,0
SG Sonnenhof Großaspach,Goalkeeper,K. Broll,67,M. Reule,61,6
SG Sonnenhof Großaspach,Defender,J. Leist,68,K. Gehring,66,2
SG Sonnenhof Großaspach,Midfielder,S. Binakaj,64,J. Fehr,64,0
SG Sonnenhof Großaspach,Attacker,T. Röttger,65,S. Mvibudulu,62,3
Oldham Athletic,Goalkeeper,D. Iversen,63,Z. de la Paz,59,4
Oldham Athletic,Defender,P. Clarke,64,C. Dummigan,63,1
Oldham Athletic,Midfielder,J. Baxter,67,G. Nepomuceno,65,2
Oldham Athletic,Attacker,S. Surridge,64,J. Benteke,61,3
Milton Keynes Dons,Goalkeeper,L. Nicholls,66,W. Sietsma,59,7
Milton Keynes Dons,Defender,J. Moore-Taylor,67,M. Baudry,67,0
Milton Keynes Dons,Midfielder,A. Gilbey,67,P. Pawlett,66,1
Milton Keynes Dons,Attacker,O. Sow,67,K. Agard,67,0
FK Bodø/Glimt,Goalkeeper,Ricardo Friedrich,62,A. Krysiak,60,2
FK Bodø/Glimt,Defender,M. Bjørnbak,67,Isidoro,66,1
FK Bodø/Glimt,Midfielder,José Ángel,66,U. Saltnes,64,2
FK Bodø/Glimt,Attacker,P. Zinckernagel,67,K. Opseth,66,1
SC Preußen Münster,Goalkeeper,O. Schnitzler,65,M. Schulze Niehues,65,0
SC Preußen Münster,Defender,S. Scherder,67,L. Schweers,67,0
SC Preußen Münster,Midfielder,M. Kobylański,67,K. Rodrigues Pires,66,1
SC Preußen Münster,Attacker,R. Dadashov,65,T. Rühle,65,0
Wycombe Wanderers,Goalkeeper,R. Allsop,64,Y. Ma-Kalambay,62,2
Wycombe Wanderers,Defender,A. El-Abd,67,J. McCarthy,67,0
Wycombe Wanderers,Midfielder,F. Onyedinma,67,D. Gape,65,2
Wycombe Wanderers,Attacker,A. Akinfenwa,66,R. Williams,65,1
Vejle Boldklub,Goalkeeper,P. Bajza,64,T. Hagelskjaer,56,8
Vejle Boldklub,Defender,V. Davidsen,64,M. Lauritsen,63,1
Vejle Boldklub,Midfielder,V. Yurchenko,67,Y. Ramadani,67,0
Vejle Boldklub,Attacker,Alan Sousa,66,G. Nilsson,64,2
Bury,Goalkeeper,J. Murphy,62,M. Hudson,59,3
Bury,Defender,C. Stokes,65,E. O'Connell,65,0
Bury,Midfielder,D. Mayor,66,J. O'Shea,65,1
Bury,Attacker,N. Maynard,67,J. Beckford,66,1
Randers FC,Goalkeeper,P. Carlgren,66,F. Due,58,8
Randers FC,Defender,J. Bager,67,J. Thomsen,67,0
Randers FC,Midfielder,N. Poulsen,67,S. Lobjanidze,67,0
Randers FC,Attacker,B. Stokke,65,M. Boman,64,1
VfL Osnabrück,Goalkeeper,N. Körber,67,P. Kühn,60,7
VfL Osnabrück,Defender,K. Engel,66,M. Trapp,66,0
VfL Osnabrück,Midfielder,M. Heider,67,M. Farrona Pulido,67,0
VfL Osnabrück,Attacker,M. Álvarez,67,E. Amenyido,60,7
SønderjyskE,Goalkeeper,S. Mielitz,67,R. Charles-Cook,62,5
SønderjyskE,Defender,K. Luijckx,67,M. Pedersen,64,3
SønderjyskE,Midfielder,N. Zimling,67,C. Jakobsen,66,1
SønderjyskE,Attacker,M. Lieder,66,M. Hvilsom,63,3
IFK Göteborg,Goalkeeper,E. Dahlin,62,T. Amos,55,7
IFK Göteborg,Defender,A. Calisir,67,E. Salomonsson,67,0
IFK Göteborg,Midfielder,V. Sakor,64,A. Affane,63,1
IFK Göteborg,Attacker,T. Hysén,67,G. Kharaishvili,66,1
Mansfield Town,Goalkeeper,C. Logan,64,B. Olejnik,63,1
Mansfield Town,Defender,M. Preston,67,K. Pearce,66,1
Mansfield Town,Midfielder,J. Mellis,64,N. Bishop,64,0
Mansfield Town,Attacker,D. Rose,66,C. Davies,65,1
Coventry City,Goalkeeper,L. Burge,63,L. O'Brien,60,3
Coventry City,Defender,J. Grimmer,66,J. Brown,65,1
Coventry City,Midfielder,T. Andreu,67,L. Kelly,66,1
Coventry City,Attacker,J. Clarke-Harris,65,C. Chaplin,65,0
Waterford FC,Goalkeeper,N. Corbet,52,M. Connor,50,2
Waterford FC,Defender,K. Browne,61,R. Feely,56,5
Waterford FC,Midfielder,Rudy,67,S. Aborah,63,4
Waterford FC,Attacker,I. Akinade,63,C. Duffus,62,1
Shrewsbury,Goalkeeper,J. Coleman,63,S. Arnold,60,3
Shrewsbury,Defender,M. Sadler,67,J. Emmanuel,66,1
Shrewsbury,Midfielder,S. Whalley,67,A. Grant,67,0
Shrewsbury,Attacker,L. Angol,63,L. John-Lewis,63,0
IK Start,Goalkeeper,J. Deumeland,65,H. Opdal,65,0
IK Start,Defender,D. Lowe,66,E. Käck,65,1
IK Start,Midfielder,A. Aremu,64,I. Twum,63,1
IK Start,Attacker,H. Shala,67,A. Sigurðarson,66,1
Gillingham,Goalkeeper,T. Holý,64,T. Hadler,59,5
Gillingham,Defender,M. Ehmer,66,G. Zakuani,65,1
Gillingham,Midfielder,C. Reilly,64,D. Parrett,63,1
Gillingham,Attacker,T. Eaves,67,J. Parker,63,4
FC Energie Cottbus,Goalkeeper,A. Spahic,63,K. Rauhut,60,3
FC Energie Cottbus,Defender,F. Holthaus,67,M. Stein,66,1
FC Energie Cottbus,Midfielder,F. Viteritti,65,Marcelo Freitas,64,1
FC Energie Cottbus,Attacker,D. Rangelov,66,S. Mamba,64,2
FC Carl Zeiss Jena,Goalkeeper,R. Koczor,62,J. Coppens,62,0
FC Carl Zeiss Jena,Defender,G. Cros,65,D. Slamar,64,1
FC Carl Zeiss Jena,Midfielder,M. Wolfram,64,F. Tchenkoua,64,0
FC Carl Zeiss Jena,Attacker,M. Starke,67,J. Günther-Schmidt,65,2
Hallescher FC,Goalkeeper,K. Eisele,64,T. Müller,64,0
Hallescher FC,Defender,M. Heyer,64,N. Landgraf,64,0
Hallescher FC,Midfielder,B. Manu,66,M. Ajani,65,1
Hallescher FC,Attacker,P. Sohm,65,M. Fetsch,65,0
SV Meppen,Goalkeeper,E. Domaschke,66,J. Gies,59,7
SV Meppen,Defender,M. Ballmert,66,M. Gebers,65,1
SV Meppen,Midfielder,N. Granatowski,65,M. Kleinsorge,65,0
SV Meppen,Attacker,N. Proschwitz,66,D. Undav,64,2
AFC Wimbledon,Goalkeeper,T. King,62,J. McDonnell,58,4
AFC Wimbledon,Defender,A. Oshilaja,67,R. McDonald,64,3
AFC Wimbledon,Midfielder,L. Trotter,66,S. Wagstaff,65,1
AFC Wimbledon,Attacker,K. Appiah,65,J. Jervis,65,0
Blackpool,Goalkeeper,M. Howard,64,C. Mafoumbi,57,7
Blackpool,Defender,C. Tilt,64,D. Daniels,64,0
Blackpool,Midfielder,J. Ryan,67,L. Feeney,67,0
Blackpool,Attacker,J. Dodoo,66,S. Davies,66,0
Doncaster Rovers,Goalkeeper,I. Lawlor,63,M. Maroši,63,0
Doncaster Rovers,Defender,A. Butler,65,D. Andrew,65,0
Doncaster Rovers,Midfielder,A. Crawford,67,T. Rowe,67,0
Doncaster Rovers,Attacker,J. Coppinger,67,J. Marquis,66,1
Sandefjord Fotball,Goalkeeper,E. Johansen,64,J. Storevik,54,10
Sandefjord Fotball,Defender,M. Høibråten,66,S. Ringstad,65,1
Sandefjord Fotball,Midfielder,Rufo,67,M. Fellah,65,2
Sandefjord Fotball,Attacker,F. Azemi,65,P. Engblom,63,2
VfL Sportfreunde Lotte,Goalkeeper,S. Kroll,63,N. Quindt,58,5
VfL Sportfreunde Lotte,Defender,A. Straith,66,M. Rahn,65,1
VfL Sportfreunde Lotte,Midfielder,M. Piossek,66,M. Oesterhelweg,66,0
VfL Sportfreunde Lotte,Attacker,G. Wegkamp,65,A. Yildirim,61,4
Cheltenham Town,Goalkeeper,S. Flinders,63,R. Lovett,54,9
Cheltenham Town,Defender,C. Hussey,64,C. Alcock,64,0
Cheltenham Town,Midfielder,K. Dawson,66,C. Clements,62,4
Cheltenham Town,Attacker,L. Varney,66,T. Barnett,63,3
IK Sirius,Goalkeeper,L. Jonsson,61,K. Fegrouche,58,3
IK Sirius,Defender,J. Arvidsson,64,O. Pehrsson,63,1
IK Sirius,Midfielder,M. Saeid,66,N. Busch Thor,65,1
IK Sirius,Attacker,M. Ogbu,66,J. Lindberg,63,3
Vendsyssel FF,Goalkeeper,M. Tørnes,63,N. Flø,63,0
Vendsyssel FF,Defender,S. Fischer,66,A. Juel Andersen,66,0
Vendsyssel FF,Midfielder,L. Jensen,64,N. Gouriye,64,0
Vendsyssel FF,Attacker,M. Slavov,66,E. Ogude,62,4
Swindon Town,Goalkeeper,L. McCormick,64,L. Vigouroux,63,1
Swindon Town,Defender,O. Lancashire,64,S. Nelson,63,1
Swindon Town,Midfielder,M. Doughty,66,T. Diagouraga,65,1
Swindon Town,Attacker,K. Anderson,64,M. Richards,63,1
Notts County,Goalkeeper,B. Pindroch,61,R. Fitzsimons,58,3
Notts County,Defender,E. Ward,66,D. Jones,65,1
Notts County,Midfielder,E. Boldewijn,66,D. Vaughan,66,0
Notts County,Attacker,K. Hemmings,65,K. Dennis,64,1
SKN St. Pölten,Goalkeeper,C. Riegler,66,T. Vollnhofer,61,5
SKN St. Pölten,Defender,D. Drescher,66,M. Haas,63,3
SKN St. Pölten,Midfielder,D. Hofbauer,64,M. Ambichl,64,0
SKN St. Pölten,Attacker,R. Gartler,66,Pak Kwang Ryong,65,1
Exeter City,Goalkeeper,C. Pym,64,C. Weale,57,7
Exeter City,Defender,D. Moxey,65,P. Sweeney,65,0
Exeter City,Midfielder,N. Law,66,L. Martin,66,0
Exeter City,Attacker,J. Stockley,65,J. Forte,64,1
Northampton Town,Goalkeeper,D. Cornell,58,L. Ward,55,3
Northampton Town,Defender,A. Taylor,66,A. Pierre,63,3
Northampton Town,Midfielder,D. Powell,64,M. Crooks,64,0
Northampton Town,Attacker,K. van Veen,65,A. Williams,64,1
Shamrock Rovers,Goalkeeper,A. Mannus,65,K. Horgan,55,10
Shamrock Rovers,Defender,J. O'Brien,64,L. Grace,63,1
Shamrock Rovers,Midfielder,J. Byrne,66,R. Finn,63,3
Shamrock Rovers,Attacker,D. Carr,61,A. Greene,60,1
Colchester United,Goalkeeper,D. Barnes,61,R. Gilmartin,60,1
Colchester United,Defender,K. Vincent-Young,65,F. Kent,65,0
Colchester United,Midfielder,B. Dickenson,66,S. Szmodics,66,0
Colchester United,Attacker,L. Norris,65,F. Nouble,64,1
Livingston FC,Goalkeeper,L. Kelly,62,G. Maley,54,8
Livingston FC,Defender,A. Lithgow,66,S. Lawless,64,2
Livingston FC,Midfielder,R. De Vita,65,S. Lawson,65,0
Livingston FC,Attacker,L. Miller,65,Dolly Menga,63,2
TSV Hartberg,Goalkeeper,R. Swete,64,F. Faist,60,4
TSV Hartberg,Defender,M. Huber,64,P. Siegl,63,1
TSV Hartberg,Midfielder,R. Rep,66,F. Flecker,64,2
TSV Hartberg,Attacker,D. Tadić,65,Z. Sanogo,64,1
Tranmere Rovers,Goalkeeper,S. Davies,61,S. George,54,7
Tranmere Rovers,Defender,S. McNulty,64,R. Sutton,62,2
Tranmere Rovers,Midfielder,C. Jennings,63,O. Banks,62,1
Tranmere Rovers,Attacker,J. Norwood,66,C. Stockton,60,6
Cambridge United,Goalkeeper,D. Forde,65,D. Mitov,56,9
Cambridge United,Defender,B. Halliday,61,G. Taft,61,0
Cambridge United,Midfielder,D. Amoo,63,R. Lambe,63,0
Cambridge United,Attacker,B. Corr,63,J. Ibehre,61,2
Grimsby Town,Goalkeeper,J. McKeown,63,S. Russell,59,4
Grimsby Town,Defender,D. Collins,64,L. Hendrie,63,1
Grimsby Town,Midfielder,B. Pringle,65,J. Welsh,65,0
Grimsby Town,Attacker,W. Thomas,65,J. Hooper,59,6
Port Vale,Goalkeeper,S. Brown,65,S. Hornby,59,6
Port Vale,Defender,L. Legge,65,C. Rawlinson,64,1
Port Vale,Midfielder,D. Worrall,65,B. Whitfield,63,2
Port Vale,Attacker,T. Pope,64,L. Dodds,62,2
Itagüí Leones FC,Goalkeeper,A. Cadavid,64,C. Arroyave,59,5
Itagüí Leones FC,Defender,J. Aguirre,64,E. Restrepo,63,1
Itagüí Leones FC,Midfielder,J. Córdoba,65,K. Rendón,64,1
Itagüí Leones FC,Attacker,Y. Mena,65,A. Otero,64,1
Forest Green Rovers,Goalkeeper,Robert Sanchez,61,J. Montgomery,57,4
Forest Green Rovers,Defender,G. Gunning,65,J. Mills,65,0
Forest Green Rovers,Midfielder,R. Brown,64,C. Winchester,64,0
Forest Green Rovers,Attacker,R. Reid,65,B. Morris,60,5
Dalkurd FF,Goalkeeper,S. van der Lei,62,L. Wahlstedt,48,14
Dalkurd FF,Defender,K. Ceesay,65,M. Thorbjörnsson,62,3
Dalkurd FF,Midfielder,F. Ayaz,64,S. Suljevic,63,1
Dalkurd FF,Attacker,E. Markkanen,65,A. Stadler,61,4
Zagłębie Sosnowiec,Goalkeeper,M. Perdijić,64,D. Kudła,62,2
Zagłębie Sosnowiec,Defender,M. Heinloth,64,P. Polczak,64,0
Zagłębie Sosnowiec,Midfielder,K. Wrzesiński,65,T. Nowak,65,0
Carlisle United,Goalkeeper,A. Collin,62,J. Fryer,60,2
Carlisle United,Defender,T. Parkes,65,A. Gerrard,65,0
Carlisle United,Midfielder,M. Jones,63,J. Kennedy,63,0
Carlisle United,Attacker,H. Hope,60,R. Bennett,57,3
Trelleborgs FF,Goalkeeper,M. Johansson,59,D. Petersson,58,1
Trelleborgs FF,Defender,L. Nielsen,65,A. Blomqvist,64,1
Trelleborgs FF,Midfielder,Z. Jovanovic,64,R. Nilsson,63,1
Trelleborgs FF,Attacker,S. Camara Jönsson,63,D. Hümmet,63,0
St. Patrick's Athletic,Goalkeeper,B. Clarke,62,B. Murphy,59,3
St. Patrick's Athletic,Defender,S. Madden,65,K. Toner,63,2
St. Patrick's Athletic,Midfielder,K. Brennan,60,D. Markey,59,1
St. Patrick's Athletic,Attacker,C. Fagan,62,G. Shaw,58,4
Morecambe,Goalkeeper,B. Roche,63,M. Halstead,57,6
Morecambe,Defender,S. Old,61,J. Yarney,60,1
Morecambe,Midfielder,F. Cuvelier,64,A. Leitch-Smith,63,1
Morecambe,Attacker,V. Oliver,59,J. Oswell,57,2
Cork City,Goalkeeper,M. McNulty,63,T. Ryan,54,9
Cork City,Defender,S. Griffin,62,A. Bennett,61,1
Cork City,Midfielder,B. McNamee,64,K. Sheppard,64,0
Cork City,Attacker,G. Cummins,65,R. Coughlan,58,7
IF Brommapojkarna,Goalkeeper,N. Petric,60,R. Emanuelsson,58,2
IF Brommapojkarna,Defender,F. Björkén,64,L. Öhman,62,2
IF Brommapojkarna,Midfielder,M. Gustafsson,64,G. Sandberg Magnusson,63,1
IF Brommapojkarna,Attacker,P. Hellquist,62,A. Nilsson,61,1
Crewe Alexandra,Goalkeeper,B. Garratt,62,D. Richards,59,3
Crewe Alexandra,Defender,M. Raynes,62,E. Nolan,61,1
Crewe Alexandra,Midfielder,P. Green,63,C. Ainley,60,3
Crewe Alexandra,Attacker,J. Bowery,64,S. Miller,63,1
Yeovil Town,Goalkeeper,S. Nelson,62,N. Baxter,61,1
Yeovil Town,Defender,O. Sowunmi,64,T. James,64,0
Yeovil Town,Midfielder,J. Bailey,63,S. D'Almeida,63,0
Yeovil Town,Attacker,F. Zoko,64,A. Fisher,62,2
Bohemian FC,Goalkeeper,J. Talbot,56,S. Bohan,52,4
Bohemian FC,Defender,D. Pender,59,R. Cornwall,59,0
Bohemian FC,Midfielder,K. Ward,64,K. Devaney,59,5
Bohemian FC,Attacker,D. Corcoran,60,E. Stokes,58,2
Macclesfield Town,Goalkeeper,R. Taylor,61,K. O'Hara,59,2
Macclesfield Town,Defender,N. Cameron,64,J. Grimes,62,2
Macclesfield Town,Midfielder,K. Arthur,60,P. Vincenti,60,0
Macclesfield Town,Attacker,N. Blissett,61,T. Marsh,59,2
Newport County,Goalkeeper,J. Day,63,N. Townsend,62,1
Newport County,Defender,M. O'Brien,62,M. Demetriou,62,0
Newport County,Midfielder,A. Crofts,64,J. Labadie,62,2
Newport County,Attacker,J. Matt,62,P. Amond,61,1
Sligo Rovers,Goalkeeper,M. Beeney,58,E. McGinty,54,4
Sligo Rovers,Defender,K. Callan-McFadden,59,P. McClean,59,0
Sligo Rovers,Midfielder,R. McCabe,63,D. Cawley,59,4
Sligo Rovers,Attacker,R. Murray,62,M. Drennan,61,1
Derry City,Goalkeeper,P. Cherrie,58,N. Gartside,55,3
Derry City,Defender,K. McHattie,62,C. McDermott,60,2
Derry City,Midfielder,D. Shiels,59,R. Hale,59,0
Limerick FC,Goalkeeper,T. Holland,54,J. Brady,53,1
Limerick FC,Defender,B. Dennehy,59,K. Cantwell,56,3
Limerick FC,Midfielder,B. Maguire,62,W. Fitzgerald,56,6
Limerick FC,Attacker,D. Morrissey,58,C. Ellis,56,2
Bray Wanderers,Goalkeeper,E. Moran,56,M. O'Connor,53,3
Bray Wanderers,Defender,K. Lynch,57,C. Kenna,57,0
Bray Wanderers,Midfielder,J. Kelly,58,J. Sullivan,57,1
Bray Wanderers,Attacker,G. Pender,56,J. Ellis,51,5
